OrderID,Date,Time,TotalCost,EmployeeID,CustomerID
16550,2025-09-27,21:45:00,52.05,3,78
16551,2025-09-25,08:45:00,28.6,3,
16552,2025-07-06,14:15:00,14.7,3,67
16553,2024-12-08,08:45:00,36.35,5,124
16554,2025-07-12,13:45:00,49.55,2,79
16555,2025-02-14,13:15:00,10.7,8,19
16556,2025-09-13,20:00:00,13.45,8,
16557,2025-04-06,19:15:00,30.4,3,4
16558,2025-06-07,12:15:00,20.65,7,145
16559,2025-05-31,21:45:00,33.1,4,112
16560,2025-02-06,09:45:00,26.65,4,
16561,2025-02-26,19:45:00,19.2,3,87
16562,2025-08-04,14:00:00,14.45,4,115
16563,2024-11-22,15:15:00,35.1,4,
16564,2025-02-21,09:00:00,7.95,1,13
16565,2025-06-10,15:30:00,35.35,7,9
16566,2025-07-31,09:45:00,21.9,4,87
16567,2024-12-21,21:00:00,35.85,8,48
16568,2025-05-17,17:15:00,12.45,4,122
16569,2024-11-29,17:15:00,13.7,5,92
16570,2025-05-17,16:15:00,8.95,2,123
16571,2025-04-05,20:30:00,13.45,8,99
16572,2025-04-12,14:15:00,8.95,5,
16573,2025-01-09,18:45:00,10.95,4,
16574,2025-04-27,11:45:00,39.6,4,55
16575,2025-03-21,21:00:00,25.4,8,74
16576,2025-01-09,18:30:00,54.55,7,66
16577,2025-07-16,15:00:00,21.9,4,
16578,2025-08-22,19:30:00,13.45,2,
16579,2025-05-31,08:45:00,53.8,1,18
16580,2025-05-11,17:15:00,17.95,7,57
16581,2025-04-19,09:30:00,40.85,4,23
16582,2025-07-11,15:15:00,11.7,6,57
16583,2025-03-08,19:45:00,24.9,8,94
16584,2024-12-25,13:30:00,10.95,8,92
16585,2025-08-04,10:15:00,14.45,5,114
16586,2025-08-09,19:30:00,24.4,4,60
16587,2025-08-25,10:00:00,63.75,8,
16588,2025-04-25,16:45:00,27.4,2,55
16589,2025-05-24,14:45:00,13.7,6,148
16590,2025-08-01,13:15:00,13.45,2,27
16591,2025-06-10,11:15:00,40.85,3,38
16592,2025-01-30,15:15:00,27.4,4,125
16593,2025-05-13,19:00:00,11.45,6,
16594,2025-05-20,18:00:00,22.9,8,77
16595,2025-04-04,20:00:00,8.95,6,34
16596,2025-01-13,12:30:00,15.7,2,38
16597,2025-01-17,15:30:00,14.2,4,
16598,2025-03-21,14:15:00,13.7,4,29
16599,2025-01-07,14:30:00,25.15,2,136
16600,2024-12-13,17:45:00,11.7,6,42
16601,2025-09-01,15:45:00,36.6,8,158
16602,2025-07-06,08:00:00,38.1,6,114
16603,2025-08-25,13:45:00,51.3,4,88
16604,2025-08-25,14:00:00,34.85,7,80
16605,2025-08-25,12:15:00,54.05,3,
16606,2025-08-13,19:45:00,59.55,5,92
16607,2025-03-25,16:45:00,40.6,4,152
16608,2025-01-01,10:30:00,8.95,2,56
16609,2025-05-31,13:00:00,9.95,4,49
16610,2025-06-07,10:00:00,32.9,8,119
16611,2025-05-23,15:30:00,11.95,1,116
16612,2025-01-07,21:15:00,59.3,3,
16613,2025-08-25,20:15:00,22.9,8,
16614,2025-08-25,14:30:00,42.35,3,
16615,2025-05-06,19:30:00,23.9,7,43
16616,2025-09-21,19:15:00,24.65,6,114
16617,2025-10-01,20:15:00,8.95,2,133
16618,2025-02-07,11:30:00,27.4,6,98
16619,2025-06-29,16:00:00,32.6,2,103
16620,2024-12-30,18:00:00,10.7,1,73
16621,2025-02-15,18:30:00,32.65,1,66
16622,2025-09-04,08:45:00,15.7,4,135
16623,2025-09-09,14:30:00,11.7,8,40
16624,2025-06-24,14:45:00,8.95,8,6
16625,2025-07-24,12:30:00,34.85,5,45
16626,2025-08-25,12:30:00,37.1,8,144
16627,2025-02-14,13:45:00,18.2,6,77
16628,2025-03-22,08:00:00,26.4,8,45
16629,2024-12-29,21:15:00,31.15,4,34
16630,2025-07-27,20:45:00,18.4,3,151
16631,2025-04-25,17:45:00,10.7,6,22
16632,2024-12-22,15:00:00,10.7,5,86
16633,2025-08-11,10:00:00,22.4,8,145
16634,2025-04-18,10:30:00,36.1,3,
16635,2024-11-26,08:45:00,10.45,6,140
16636,2025-06-18,16:00:00,25.4,3,120
16637,2025-09-24,12:45:00,26.15,2,
16638,2025-05-29,19:15:00,14.7,8,118
16639,2025-01-03,18:30:00,48.55,3,99
16640,2025-07-18,12:45:00,50.55,6,19
16641,2025-07-11,21:00:00,26.15,6,151
16642,2025-07-03,18:15:00,13.7,5,118
16643,2025-09-15,16:45:00,53.55,5,60
16644,2025-01-28,19:30:00,29.65,3,8
16645,2025-02-14,14:15:00,39.6,1,39
16646,2025-06-18,13:15:00,13.45,1,71
16647,2025-08-27,09:00:00,11.7,6,151
16648,2025-08-25,13:00:00,59.75,8,127
16649,2025-04-14,20:15:00,42.35,8,67
16650,2025-04-21,12:45:00,53.8,2,122
16651,2024-12-26,17:45:00,7.95,5,
16652,2025-04-29,16:15:00,36.85,6,47
16653,2025-06-18,15:45:00,23.4,4,67
16654,2025-02-19,18:00:00,17.7,5,
16655,2025-08-21,17:15:00,28.9,1,6
16656,2025-07-25,15:15:00,26.9,4,19
16657,2024-12-06,19:45:00,28.9,8,93
16658,2025-03-09,13:00:00,41.6,6,92
16659,2025-02-28,17:45:00,20.9,4,92
16660,2025-04-22,18:30:00,9.7,3,151
16661,2025-08-15,21:15:00,29.15,7,
16662,2025-07-30,13:15:00,14.7,4,97
16663,2024-12-21,17:15:00,46.8,6,20
16664,2024-11-24,19:30:00,12.2,8,100
16665,2025-08-29,09:30:00,9.95,7,
16666,2025-06-13,15:45:00,40.35,8,71
16667,2025-08-25,15:30:00,26.65,3,
16668,2024-12-07,10:15:00,38.1,4,
16669,2025-04-09,19:30:00,23.4,4,143
16670,2025-05-13,10:15:00,30.15,6,1
16671,2025-01-17,13:30:00,47.8,8,100
16672,2025-03-22,16:15:00,32.9,6,57
16673,2025-06-14,14:00:00,59.3,4,134
16674,2025-08-20,14:00:00,13.7,8,91
16675,2025-01-05,21:00:00,13.7,7,46
16676,2024-12-27,12:15:00,12.7,4,50
16677,2025-07-11,12:00:00,27.9,2,154
16678,2025-05-09,20:15:00,21.4,5,11
16679,2024-12-18,18:45:00,8.95,2,71
16680,2025-05-24,09:45:00,16.45,1,52
16681,2025-09-08,14:45:00,11.95,4,
16682,2025-04-03,08:00:00,37.35,3,156
16683,2025-05-30,20:15:00,43.1,4,48
16684,2025-08-17,13:45:00,25.9,6,155
16685,2025-05-01,13:00:00,33.4,7,156
16686,2025-01-13,11:00:00,60.05,8,
16687,2025-03-14,09:30:00,53.8,8,57
16688,2025-08-23,12:15:00,24.4,6,11
16689,2025-03-08,16:00:00,41.35,5,104
16690,2024-12-13,11:15:00,23.15,3,153
16691,2025-06-21,21:15:00,27.9,2,156
16692,2025-06-04,21:00:00,12.2,2,29
16693,2025-08-22,19:30:00,32.6,4,96
16694,2025-08-29,21:15:00,33.4,5,94
16695,2024-12-28,12:15:00,11.7,2,
16696,2025-04-06,20:45:00,13.7,5,86
16697,2024-12-21,18:45:00,54.8,4,64
16698,2025-01-25,19:30:00,14.45,6,116
16699,2025-02-15,19:45:00,51.3,3,27
16700,2025-07-18,12:00:00,21.9,6,146
16701,2025-01-29,12:45:00,9.95,6,83
16702,2025-06-28,19:45:00,20.4,4,84
16703,2025-08-06,21:15:00,11.7,6,
16704,2025-05-17,14:15:00,9.7,4,35
16705,2024-12-08,21:45:00,15.95,8,78
16706,2025-09-17,14:30:00,41.85,5,
16707,2025-06-01,21:30:00,14.45,8,24
16708,2025-03-29,08:15:00,32.35,6,
16709,2025-03-08,15:45:00,58.8,5,102
16710,2024-12-14,20:30:00,15.2,8,151
16711,2025-03-17,08:15:00,11.45,8,
16712,2025-02-12,17:15:00,50.35,4,68
16713,2025-03-21,13:30:00,46.1,5,45
16714,2025-02-11,11:45:00,64.8,6,
16715,2025-07-01,11:15:00,48.8,4,12
16716,2025-02-02,12:45:00,13.45,4,118
16717,2025-08-16,09:00:00,45.1,2,22
16718,2025-01-27,14:00:00,58.3,5,
16719,2025-02-18,17:30:00,13.7,4,47
16720,2025-06-20,17:45:00,35.85,8,
16721,2025-03-15,16:00:00,27.15,1,
16722,2025-02-07,21:45:00,16.2,2,15
16723,2025-05-23,15:45:00,40.1,3,108
16724,2025-03-17,16:15:00,53.3,3,
16725,2025-09-18,13:15:00,25.65,6,41
16726,2025-05-18,12:15:00,10.45,5,65
16727,2025-07-11,20:15:00,27.4,2,28
16728,2025-07-14,21:00:00,13.45,4,86
16729,2025-09-12,14:45:00,27.9,4,127
16730,2025-06-14,13:00:00,28.15,8,121
16731,2025-07-04,16:15:00,15.95,3,18
16732,2025-01-17,10:30:00,12.2,3,50
16733,2025-08-08,17:30:00,26.15,3,6
16734,2025-08-23,20:45:00,21.9,3,59
16735,2025-04-19,21:45:00,12.45,5,14
16736,2025-03-24,10:00:00,38.85,6,151
16737,2024-12-30,21:30:00,13.7,3,115
16738,2025-08-16,08:45:00,54.8,8,14
16739,2025-04-26,21:45:00,39.85,2,154
16740,2025-04-30,10:15:00,12.45,2,105
16741,2025-08-25,12:00:00,23.4,6,141
16742,2025-07-12,09:15:00,13.7,7,24
16743,2025-05-30,19:15:00,30.65,5,17
16744,2025-01-29,13:30:00,28.85,4,88
16745,2025-09-03,12:00:00,25.4,8,71
16746,2025-05-01,18:30:00,13.7,6,58
16747,2025-07-18,14:00:00,14.2,4,123
16748,2025-08-15,10:30:00,47.55,8,118
16749,2025-04-11,16:45:00,25.15,3,7
16750,2025-05-31,11:45:00,9.7,4,121
16751,2025-04-07,12:30:00,21.65,8,
16752,2025-08-25,16:45:00,41.35,2,94
16753,2025-02-14,17:45:00,55.3,4,69
16754,2025-04-25,16:00:00,10.45,4,105
16755,2024-11-24,21:15:00,11.7,8,103
16756,2025-06-17,10:00:00,48.6,8,85
16757,2025-06-11,21:15:00,26.9,2,82
16758,2025-02-21,18:00:00,15.2,8,2
16759,2025-08-02,14:15:00,25.9,3,18
16760,2025-05-16,21:15:00,25.65,8,
16761,2025-06-07,18:45:00,34.85,5,48
16762,2025-02-21,20:45:00,13.7,3,14
16763,2024-12-15,09:15:00,52.55,5,
16764,2025-04-26,20:00:00,11.7,6,54
16765,2025-09-09,12:15:00,26.65,1,
16766,2025-05-22,15:30:00,32.35,3,
16767,2025-04-19,14:30:00,11.95,4,60
16768,2025-08-14,13:45:00,34.6,3,17
16769,2025-07-11,13:30:00,23.65,5,109
16770,2024-12-07,21:30:00,27.4,5,92
16771,2025-08-25,13:45:00,65.25,5,112
16772,2025-02-10,20:30:00,10.45,8,
16773,2025-04-22,13:00:00,10.7,3,125
16774,2025-09-29,16:30:00,30.9,3,
16775,2024-12-03,17:15:00,38.1,6,131
16776,2025-02-28,19:15:00,47.8,7,83
16777,2025-01-22,15:30:00,27.65,4,92
16778,2025-09-29,17:45:00,26.15,3,68
16779,2025-09-19,09:30:00,44.1,1,51
16780,2025-08-25,13:45:00,38.35,3,55
16781,2025-03-11,21:15:00,40.6,6,44
16782,2025-08-31,17:15:00,27.15,3,121
16783,2025-09-19,18:15:00,12.7,3,
16784,2025-03-19,11:30:00,28.15,1,155
16785,2025-08-12,21:15:00,13.45,5,
16786,2025-01-20,11:30:00,22.4,5,93
16787,2025-05-23,13:15:00,60.55,1,101
16788,2025-01-25,10:15:00,33.35,7,86
16789,2025-02-07,17:15:00,59.3,6,79
16790,2025-03-27,19:15:00,28.4,3,100
16791,2025-04-24,14:30:00,32.65,8,151
16792,2025-03-08,12:15:00,14.45,4,68
16793,2025-03-12,13:00:00,25.15,3,9
16794,2025-02-26,13:45:00,33.4,8,36
16795,2025-03-25,12:15:00,42.6,5,6
16796,2025-07-12,14:30:00,51.55,6,36
16797,2025-06-06,15:30:00,12.7,4,37
16798,2025-08-22,11:00:00,44.6,7,138
16799,2025-04-21,20:45:00,34.85,7,
16800,2025-10-04,17:00:00,14.7,8,36
16801,2025-05-11,18:30:00,54.8,3,59
16802,2025-01-21,09:00:00,36.35,4,51
16803,2025-08-25,16:15:00,53.05,3,149
16804,2024-12-11,19:30:00,36.35,4,73
16805,2025-04-11,15:15:00,14.45,3,118
16806,2025-07-28,15:30:00,41.35,7,37
16807,2025-08-17,18:30:00,26.9,3,108
16808,2024-12-02,12:45:00,43.85,8,88
16809,2025-06-19,20:15:00,28.9,7,
16810,2024-12-13,14:00:00,23.65,4,42
16811,2025-07-20,16:00:00,29.4,6,
16812,2025-02-03,12:15:00,47.55,2,55
16813,2024-11-29,18:00:00,14.7,7,
16814,2025-01-22,19:45:00,10.95,4,70
16815,2025-07-19,21:30:00,8.95,8,92
16816,2025-02-12,18:15:00,39.6,5,42
16817,2025-06-25,20:30:00,27.15,6,139
16818,2025-09-27,14:45:00,25.65,8,158
16819,2025-09-16,21:45:00,26.4,2,79
16820,2025-09-30,19:30:00,13.45,6,12
16821,2025-01-11,17:45:00,11.7,7,5
16822,2025-06-27,17:15:00,28.65,3,54
16823,2025-05-24,13:15:00,12.45,4,139
16824,2025-05-04,21:45:00,30.65,6,123
16825,2025-03-08,18:15:00,26.9,4,105
16826,2025-09-13,13:30:00,41.35,1,52
16827,2025-05-04,12:15:00,23.4,7,24
16828,2025-04-26,09:30:00,34.4,2,
16829,2025-05-05,14:15:00,24.4,2,
16830,2025-08-25,15:00:00,25.4,7,129
16831,2025-02-18,14:30:00,14.45,7,2
16832,2025-07-12,16:45:00,11.7,3,56
16833,2025-01-17,19:00:00,13.7,6,111
16834,2025-06-08,21:45:00,31.15,7,40
16835,2025-06-06,12:15:00,12.7,6,114
16836,2025-09-15,12:30:00,12.95,7,78
16837,2025-08-09,16:30:00,28.15,3,
16838,2025-03-08,12:15:00,11.95,8,154
16839,2025-03-14,08:30:00,14.2,7,91
16840,2025-01-25,12:45:00,26.15,7,
16841,2025-02-01,09:15:00,15.45,5,65
16842,2024-11-29,08:45:00,42.35,6,67
16843,2025-02-21,13:30:00,12.7,3,88
16844,2025-04-27,16:45:00,23.15,3,
16845,2025-03-15,10:45:00,13.7,3,22
16846,2025-05-24,19:30:00,24.4,7,45
16847,2025-08-29,14:15:00,10.45,1,2
16848,2025-02-15,20:45:00,14.2,4,114
16849,2025-01-20,10:45:00,49.1,5,110
16850,2024-12-21,16:30:00,28.4,8,13
16851,2024-11-28,17:15:00,31.15,6,113
16852,2025-06-07,08:15:00,13.45,2,148
16853,2025-06-13,10:45:00,14.7,3,
16854,2025-09-10,11:00:00,30.9,6,13
16855,2025-02-15,21:45:00,25.15,7,60
16856,2024-11-29,16:45:00,11.95,4,156
16857,2025-05-26,12:45:00,8.95,4,138
16858,2025-05-09,13:45:00,12.7,3,
16859,2024-11-30,21:30:00,16.95,8,103
16860,2025-09-20,18:45:00,19.9,3,105
16861,2024-12-28,12:30:00,14.7,7,
16862,2025-06-06,15:15:00,22.65,1,
16863,2025-05-26,20:15:00,39.1,2,104
16864,2025-04-25,15:00:00,49.3,8,8
16865,2025-05-27,12:45:00,29.9,7,85
16866,2024-12-24,15:45:00,15.95,6,3
16867,2025-07-11,16:00:00,42.6,5,119
16868,2025-10-03,20:15:00,21.15,8,6
16869,2025-07-25,16:30:00,17.45,3,79
16870,2025-07-04,20:30:00,11.95,6,116
16871,2025-07-21,13:15:00,12.7,2,100
16872,2025-03-21,16:00:00,13.45,8,122
16873,2025-04-20,09:15:00,54.05,6,
16874,2025-04-24,20:15:00,16.2,4,
16875,2025-02-07,19:15:00,8.95,8,157
16876,2025-02-09,15:45:00,23.15,3,
16877,2025-02-08,11:45:00,9.7,8,40
16878,2025-08-22,15:15:00,33.15,6,13
16879,2025-06-27,14:15:00,40.1,8,34
16880,2025-01-29,19:00:00,14.45,8,15
16881,2025-04-27,08:00:00,24.15,7,81
16882,2025-04-11,21:15:00,30.6,8,70
16883,2025-03-09,10:15:00,40.35,8,2
16884,2025-02-10,10:30:00,31.15,8,97
16885,2025-06-28,08:15:00,10.45,8,52
16886,2025-02-27,13:15:00,26.4,7,128
16887,2025-04-04,09:15:00,35.9,4,121
16888,2025-02-08,17:45:00,40.1,4,71
16889,2025-07-04,15:45:00,10.7,5,24
16890,2025-07-09,21:00:00,23.4,6,48
16891,2025-08-25,12:30:00,43.3,6,42
16892,2025-09-04,12:15:00,23.9,4,55
16893,2025-08-18,19:30:00,11.95,7,
16894,2025-01-28,16:15:00,11.7,6,8
16895,2025-04-14,13:00:00,52.55,4,109
16896,2025-09-29,09:45:00,13.45,8,79
16897,2025-03-20,17:30:00,8.95,8,40
16898,2024-11-30,21:30:00,12.7,3,
16899,2025-01-22,19:15:00,29.4,5,96
16900,2025-08-29,14:00:00,13.7,2,80
16901,2025-05-24,10:30:00,11.7,2,21
16902,2025-03-10,08:00:00,49.55,4,
16903,2025-05-24,09:45:00,32.9,3,
16904,2025-08-31,21:45:00,45.1,7,64
16905,2025-05-14,12:15:00,19.2,1,2
16906,2025-03-22,20:45:00,26.4,3,124
16907,2025-09-06,21:30:00,37.35,4,
16908,2024-12-28,21:30:00,11.7,6,
16909,2025-02-15,08:30:00,11.95,8,77
16910,2025-07-12,17:30:00,51.55,6,32
16911,2025-06-13,09:30:00,22.15,4,51
16912,2025-03-02,15:00:00,27.4,5,66
16913,2025-07-15,18:00:00,37.35,2,89
16914,2024-11-29,13:15:00,25.4,4,151
16915,2025-08-25,12:30:00,62.5,1,42
16916,2025-03-29,09:30:00,35.85,5,124
16917,2025-02-07,17:30:00,29.4,5,76
16918,2025-01-30,13:15:00,24.4,7,66
16919,2025-02-09,18:45:00,20.65,1,108
16920,2025-07-26,13:30:00,10.45,2,87
16921,2025-08-18,19:30:00,26.65,3,148
16922,2025-04-17,15:15:00,38.1,2,
16923,2025-03-14,19:30:00,13.45,4,
16924,2025-04-18,13:30:00,29.65,4,69
16925,2025-02-08,16:15:00,29.4,2,25
16926,2025-01-30,17:45:00,39.85,3,55
16927,2025-08-25,16:45:00,70.0,5,
16928,2025-07-25,16:15:00,11.7,2,154
16929,2025-09-06,18:15:00,44.85,6,12
16930,2025-06-23,15:45:00,26.4,2,105
16931,2025-01-26,09:15:00,37.1,2,88
16932,2025-05-09,21:45:00,9.45,5,138
16933,2025-05-13,10:00:00,12.45,2,61
16934,2025-08-13,14:15:00,14.2,4,81
16935,2025-09-17,14:30:00,58.8,7,145
16936,2025-07-16,17:45:00,28.4,6,97
16937,2024-12-02,18:00:00,41.35,5,122
16938,2025-09-29,13:00:00,59.3,8,
16939,2025-06-14,18:00:00,41.85,4,150
16940,2025-02-13,17:00:00,35.85,4,4
16941,2025-01-30,16:45:00,12.7,7,37
16942,2025-03-06,18:45:00,39.6,6,
16943,2025-04-10,13:00:00,14.7,5,141
16944,2024-11-22,15:15:00,24.15,6,
16945,2025-02-26,15:00:00,23.65,6,16
16946,2025-06-12,14:00:00,41.6,3,122
16947,2025-06-06,13:30:00,23.9,8,
16948,2025-09-23,11:15:00,22.65,2,66
16949,2025-08-25,14:45:00,39.6,4,122
16950,2024-12-17,21:00:00,11.7,1,6
16951,2025-08-02,18:15:00,39.1,2,116
16952,2025-08-16,16:30:00,26.4,8,82
16953,2025-08-14,18:15:00,16.2,3,
16954,2024-12-06,20:15:00,25.65,6,
16955,2025-09-24,17:00:00,39.1,4,106
16956,2025-01-24,14:30:00,23.65,2,
16957,2025-09-05,21:00:00,32.85,5,84
16958,2025-03-18,21:30:00,11.45,8,111
16959,2025-04-28,14:15:00,58.05,6,100
16960,2025-04-22,16:30:00,39.6,3,21
16961,2024-11-29,08:00:00,32.65,3,23
16962,2025-04-25,18:45:00,25.9,1,24
16963,2024-12-16,14:45:00,33.65,3,120
16964,2025-05-14,13:15:00,15.2,7,
16965,2025-05-17,16:00:00,44.85,7,
16966,2025-03-09,12:30:00,37.1,5,78
16967,2025-05-09,20:30:00,39.6,6,7
16968,2025-08-17,20:30:00,24.65,5,145
16969,2025-06-27,10:00:00,30.15,7,
16970,2025-02-09,11:00:00,16.2,2,
16971,2025-05-26,14:00:00,18.95,7,135
16972,2025-04-02,11:30:00,16.2,2,
16973,2025-09-08,20:30:00,36.1,8,
16974,2025-04-04,15:45:00,18.95,2,72
16975,2025-06-08,13:15:00,25.15,3,61
16976,2025-04-30,21:00:00,12.45,6,14
16977,2025-07-03,13:15:00,11.45,1,
16978,2025-02-15,08:45:00,33.15,5,137
16979,2025-03-14,13:45:00,28.9,5,98
16980,2024-12-27,17:00:00,49.05,6,33
16981,2025-02-28,11:15:00,31.4,7,94
16982,2025-05-22,19:30:00,27.9,5,147
16983,2025-03-14,11:45:00,57.55,8,
16984,2024-11-21,18:30:00,26.15,8,87
16985,2025-04-19,17:30:00,38.85,4,126
16986,2025-04-18,15:15:00,24.9,8,
16987,2025-08-09,09:00:00,11.7,5,147
16988,2025-08-25,20:45:00,47.05,7,6
16989,2025-05-26,15:45:00,39.1,8,25
16990,2025-05-24,18:00:00,12.45,1,12
16991,2024-12-27,12:00:00,11.7,2,
16992,2025-09-05,11:15:00,37.6,8,131
16993,2024-12-03,14:30:00,10.45,3,20
16994,2025-07-20,16:45:00,36.85,4,29
16995,2025-07-25,21:30:00,11.7,5,46
16996,2025-02-23,13:15:00,14.7,5,117
16997,2025-04-26,11:00:00,37.85,2,
16998,2025-07-16,16:00:00,58.05,4,26
16999,2025-06-06,14:45:00,23.9,3,145
17000,2025-06-27,14:15:00,25.65,8,61
17001,2025-01-18,10:00:00,35.85,5,114
17002,2025-03-11,18:00:00,39.6,8,156
17003,2024-12-07,21:45:00,27.4,5,3
17004,2025-06-21,19:30:00,14.7,6,108
17005,2025-06-27,15:30:00,7.95,7,134
17006,2025-01-19,20:15:00,12.45,6,17
17007,2025-05-02,18:00:00,11.95,4,
17008,2025-03-03,09:30:00,25.65,4,
17009,2025-05-02,15:30:00,26.15,2,109
17010,2025-02-21,14:30:00,13.7,4,
17011,2025-02-03,11:15:00,22.4,4,8
17012,2025-02-16,12:30:00,14.7,2,55
17013,2025-07-26,21:30:00,48.55,5,72
17014,2025-08-25,08:45:00,25.4,3,
17015,2024-12-16,21:30:00,13.7,4,82
17016,2025-04-04,21:15:00,14.45,8,102
17017,2025-02-28,20:45:00,16.45,6,126
17018,2025-05-16,14:15:00,45.8,8,
17019,2025-08-11,14:45:00,25.15,3,71
17020,2025-08-01,15:30:00,11.45,6,140
17021,2025-03-19,12:00:00,26.65,7,76
17022,2025-04-11,20:15:00,25.15,8,
17023,2025-06-22,20:00:00,13.7,5,89
17024,2025-04-05,13:00:00,14.2,6,41
17025,2024-11-29,11:15:00,11.45,2,44
17026,2025-04-06,13:30:00,10.45,5,7
17027,2025-07-24,14:30:00,14.7,3,28
17028,2025-07-07,16:15:00,18.2,3,120
17029,2025-05-06,12:00:00,32.65,6,34
17030,2025-07-03,21:30:00,46.3,4,
17031,2024-11-20,13:45:00,41.6,8,46
17032,2025-04-05,16:30:00,46.55,2,
17033,2024-12-14,09:45:00,11.7,5,
17034,2024-11-22,12:00:00,16.2,5,85
17035,2025-06-21,14:15:00,12.7,6,101
17036,2025-07-04,13:30:00,13.7,2,52
17037,2025-08-24,11:45:00,13.7,8,90
17038,2025-04-04,14:45:00,32.15,8,80
17039,2025-06-20,17:30:00,25.4,4,127
17040,2025-04-29,21:00:00,14.7,8,17
17041,2024-12-20,15:00:00,27.65,1,
17042,2025-07-05,14:30:00,25.4,5,25
17043,2025-01-10,19:00:00,10.95,5,18
17044,2025-07-26,14:45:00,8.95,3,83
17045,2025-08-01,13:00:00,54.8,7,80
17046,2025-09-01,13:15:00,55.3,2,139
17047,2025-04-29,17:00:00,47.8,8,105
17048,2025-07-09,20:30:00,21.4,5,97
17049,2025-06-28,15:15:00,40.35,1,78
17050,2025-05-17,17:45:00,10.7,5,40
17051,2024-12-23,13:30:00,16.2,5,11
17052,2025-06-15,16:00:00,43.3,7,157
17053,2025-07-07,12:00:00,40.6,6,
17054,2025-05-11,13:00:00,25.15,8,132
17055,2025-02-08,15:45:00,57.05,8,73
17056,2025-08-25,11:30:00,37.1,6,79
17057,2025-06-24,20:45:00,42.1,6,76
17058,2025-02-14,14:45:00,13.7,4,126
17059,2025-08-25,13:15:00,43.1,2,109
17060,2025-02-28,12:00:00,30.6,6,52
17061,2025-03-03,15:00:00,15.7,4,143
17062,2025-05-23,13:00:00,28.15,6,116
17063,2025-02-21,10:00:00,20.65,1,122
17064,2025-08-10,08:15:00,29.15,2,152
17065,2025-06-11,10:30:00,38.35,8,27
17066,2025-02-02,14:00:00,24.4,4,73
17067,2025-01-01,15:00:00,16.45,6,16
17068,2025-03-03,09:15:00,32.85,4,117
17069,2025-05-05,11:00:00,13.45,1,149
17070,2025-08-20,15:30:00,30.15,4,31
17071,2024-12-20,18:30:00,12.7,5,140
17072,2025-07-05,20:15:00,18.45,4,133
17073,2024-11-22,14:45:00,32.9,3,157
17074,2025-09-20,19:30:00,9.95,5,41
17075,2025-05-22,18:15:00,11.7,1,57
17076,2024-12-07,19:15:00,23.4,6,
17077,2024-12-19,15:15:00,44.05,6,
17078,2025-02-08,21:15:00,59.05,3,114
17079,2025-07-04,13:45:00,13.7,2,67
17080,2025-09-05,11:00:00,55.55,8,136
17081,2024-11-20,13:45:00,34.6,7,136
17082,2024-11-23,17:45:00,45.05,8,2
17083,2025-08-03,19:45:00,24.65,8,45
17084,2025-05-29,14:15:00,16.45,6,94
17085,2025-03-29,09:30:00,8.95,8,
17086,2025-04-16,14:15:00,41.85,2,92
17087,2025-09-20,18:00:00,38.85,8,
17088,2025-08-16,18:45:00,15.7,2,
17089,2025-08-25,20:45:00,31.65,3,22
17090,2025-10-04,20:45:00,23.65,5,73
17091,2025-05-24,14:45:00,11.95,8,72
17092,2025-06-23,21:30:00,38.85,4,145
17093,2025-08-26,14:00:00,8.95,8,120
17094,2025-07-11,21:45:00,44.6,8,44
17095,2025-07-25,18:45:00,26.15,5,82
17096,2025-01-04,17:45:00,14.95,8,156
17097,2025-06-15,19:30:00,31.4,8,139
17098,2025-05-02,17:00:00,29.4,2,
17099,2025-08-25,20:00:00,24.4,4,28
17100,2025-07-03,16:15:00,32.4,7,141
17101,2025-03-07,21:45:00,24.65,4,
17102,2025-09-20,12:45:00,13.7,5,149
17103,2025-02-03,14:15:00,13.7,5,5
17104,2024-11-29,08:00:00,38.6,3,145
17105,2025-02-23,13:15:00,15.2,3,59
17106,2025-09-20,18:15:00,52.8,6,103
17107,2025-04-11,21:45:00,10.7,3,30
17108,2025-08-13,15:45:00,37.6,5,118
17109,2025-04-05,15:30:00,26.4,8,55
17110,2025-08-25,18:45:00,54.55,8,
17111,2025-09-24,21:15:00,55.55,5,91
17112,2025-01-27,20:30:00,15.45,8,137
17113,2025-08-09,12:15:00,13.7,6,102
17114,2025-04-16,13:00:00,30.9,6,19
17115,2025-07-06,20:30:00,14.2,7,84
17116,2025-05-02,09:45:00,11.95,4,4
17117,2025-08-22,20:45:00,29.9,3,93
17118,2025-04-15,17:00:00,11.7,4,36
17119,2025-08-22,15:45:00,24.15,6,
17120,2025-02-04,15:45:00,28.9,6,105
17121,2024-12-10,14:30:00,38.85,2,
17122,2025-07-12,16:30:00,14.7,1,37
17123,2025-07-26,11:45:00,12.7,8,
17124,2025-05-02,20:00:00,54.3,8,37
17125,2025-02-09,11:30:00,48.55,8,18
17126,2025-01-20,19:15:00,14.45,7,153
17127,2025-01-29,15:45:00,25.4,6,68
17128,2025-04-04,18:00:00,43.35,4,67
17129,2025-09-26,20:15:00,10.7,4,47
17130,2025-01-24,08:15:00,41.85,5,
17131,2025-06-09,17:15:00,49.3,4,113
17132,2025-02-15,14:00:00,11.7,2,131
17133,2025-08-25,12:00:00,57.5,8,87
17134,2025-08-25,08:45:00,29.15,8,112
17135,2025-02-07,08:00:00,31.15,2,
